order_id,country, order_value_EUR , cost ,Date,category,customer_name,sales_manager,sales_rep,device_type
70-5224180,Ireland,79375.17,64532.01,09-02-2020,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,Mobile
40-8287610,Bulgaria,158011.3,137390.83,27-11-2019,Beauty,"Jacobson, Marvin and Brown",Charil Alpe,Bernadine Fullagar,PC
49-7876403,Portugal,155766.23,131529,27-05-2020,Games,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC
01-6107437,France,19366.75,15857.49,28-03-2020,Games,Wisoky Inc,Othello Bowes,Avrit Chanders,PC
13-6163562,France,45481.24,37317.36,25-10-2019,Smartphones,Wiza and Sons,Othello Bowes,Crysta Halls,PC
41-0722740,Sweden,152747.92,130614.75,03-05-2020,Appliances,Armstrong-Little,Maxie Marrow,Anita Woakes,PC
65-4008552,Sweden,255216,211446.46,28-12-2019,Clothing,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC
72-4825752,Portugal,154858,135376.86,22-07-2020,Games,"Dickinson, Hyatt and Berge",Celine Tumasian,Smitty Culverhouse,PC
18-2580592,France,250488.42,214142.55,13-06-2020,Appliances,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC
14-1283254,Sweden,115151.22,91430.07,25-10-2020,Appliances,"Farrell, Swaniawski and Crist",Maxie Marrow,Madelon Bront,PC
79-4826735,Sweden,57347.48,50041.41,12-08-2020,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC
82-2840501,Portugal,74790.02,64992.53,19-06-2020,Beauty,Corwin and Sons,Celine Tumasian,Corene Shirer,PC
19-0320558,France,72749.07,59108.62,20-01-2019,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
57-0945292,Bulgaria,128235.65,103024.52,20-09-2020,Books,"Dickinson, Hyatt and Berge",Charil Alpe,Shermy McGready,PC
01-6573793,Sweden,79088.7,67415.21,24-05-2020,Beauty,McGlynn-Prosacco,Maxie Marrow,Tarrah Castelletti,PC
63-0694419,UK,124537.47,105881.76,24-09-2019,Clothing,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC
24-2442637,Sweden,161192.45,135965.83,04-07-2019,Clothing,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC
04-8899739,France,109697.86,89853.52,24-07-2019,Beauty,Considine-Fisher,Othello Bowes,Crysta Halls,PC
48-2932903,France,57276.26,49223.22,04-04-2020,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
66-0265458,Netherlands,149956.93,130087.64,08-10-2020,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,PC
57-6602854,Italy,127075.41,110924.13,24-09-2019,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,PC
47-6702070,Sweden,28755.32,23938.8,10-10-2019,Books,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC
99-9215178,Portugal,178027.46,144985.56,04-01-2020,Appliances,Wisoky Inc,Celine Tumasian,Corene Shirer,PC
39-5953116,Bulgaria,152231.86,122303.08,08-05-2019,Smartphones,Smith Group,Charil Alpe,Shermy McGready,PC
71-3278650,Sweden,53957.42,46905.19,25-05-2019,Smartphones,Johns and Sons,Maxie Marrow,Caro Morfield,PC
38-6891011,Portugal,80474.78,66568.74,22-05-2019,Clothing,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC
06-5566367,Bulgaria,145439.65,123710.97,03-10-2020,Smartphones,Friesen and Sons,Charil Alpe,Bernadine Fullagar,PC
30-9025281,France,84035.82,71329.6,27-10-2020,Books,Johns and Sons,Othello Bowes,Maighdiln Upcraft,Tablet
80-4161102,Spain,68288.68,56754.72,27-09-2020,Beauty,Johns and Sons,Emalia Dinse,Bertha Walbrook,PC
96-1388247,Sweden,100578.6,83208.68,14-01-2019,Electronics,Labadie and Sons,Maxie Marrow,Caro Morfield,PC
21-2097342,France,94925,77572.71,30-09-2019,Accessories,Schoen-Keeling,Othello Bowes,Avrit Chanders,Mobile
30-4045249,France,105464.41,84761.75,27-08-2019,Books,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC
31-9806848,France,155827.3,126360.36,30-04-2019,Appliances,Hilll-Vandervort,Othello Bowes,Avrit Chanders,Tablet
09-7835975,Portugal,90994.31,72540.66,09-05-2020,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Brynn Dempster,PC
16-9758497,Portugal,32779.67,26800.66,22-03-2020,Outdoors,Kihn Inc,Celine Tumasian,Aurelie Wren,PC
54-1058965,Bulgaria,40187.99,32508.07,22-05-2020,Games,Friesen-Rath,Charil Alpe,Shermy McGready,PC
84-0565956,UK,91842.59,73979.21,29-03-2019,Games,Marquardt-Kuvalis,Jessamine Apark,Genevra Charrisson,PC
85-6263705,Portugal,38494.71,33113.15,04-02-2019,Games,Wisoky Inc,Celine Tumasian,Hortense Gerring,PC
46-4560578,France,86050.61,75569.65,03-09-2020,Clothing,McClure Inc,Othello Bowes,Crysta Halls,PC
08-5093310,Sweden,36749.51,30101.52,15-10-2020,Games,Hilll-Vandervort,Maxie Marrow,Madelon Bront,PC
21-8525376,Finland,194531.02,158970.75,09-07-2019,Clothing,"Farrell, Swaniawski and Crist",Hube Corey,Mellicent Mattys,Tablet
60-0406937,France,106730.16,89503.91,30-07-2020,Beauty,"Farrell, Swaniawski and Crist",Othello Bowes,Ora Grennan,PC
61-4937643,Germany,30177.8,23924.96,06-10-2020,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,Mobile
94-3251589,Portugal,93902.04,80793.31,01-03-2020,Clothing,Tillman and Sons,Celine Tumasian,Aurelie Wren,PC
48-2124998,Germany,250483.63,217269.5,03-07-2020,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,Mobile
19-1017922,Sweden,162142.74,136037.76,29-01-2019,Clothing,Kirlin and Sons,Maxie Marrow,Alyosha Meah,PC
51-1141675,Denmark,47516.54,38987.32,09-01-2020,Books,Johns and Sons,Modestia Byfford,Cobby Andersen,PC
94-2134593,Germany,163546.81,133307,07-05-2019,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,PC
82-0616982,France,35437.89,30412.8,03-02-2020,Clothing,Homenick-Marvin,Othello Bowes,Ora Grennan,PC
22-5761330,Belgium,122889.28,103042.66,27-11-2020,Smartphones,Labadie and Sons,Lambert Norheny,Collin Mackness,PC
62-1694462,Luxembourg,26490.47,21168.53,04-11-2019,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,PC
66-2612057,UK,173722.59,148063.76,09-04-2019,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Jay Morefield,PC
01-7655863,France,76543.36,65819.64,21-03-2019,Accessories,"Hermiston, Simonis and Wisoky",Othello Bowes,Ora Grennan,PC
06-2196763,Sweden,69626.39,57295.56,15-06-2019,Electronics,"Hamill, Kulas and Roob",Maxie Marrow,Madelon Bront,PC
84-4465649,France,249915.21,215326.95,15-12-2020,Appliances,Armstrong-Little,Othello Bowes,Crysta Halls,PC
63-6767584,Portugal,55790.71,48783.4,08-10-2020,Appliances,Johns and Sons,Celine Tumasian,Corene Shirer,PC
75-7443241,Netherlands,77896.83,62714.74,13-03-2020,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,PC
34-8182639,Portugal,104391.93,86770.57,04-01-2020,Beauty,"Murray, Reichel and Nolan",Celine Tumasian,Brynn Dempster,PC
53-3803984,Portugal,57115.99,48976.96,27-03-2019,Books,"Lind, Mueller and Stoltenberg",Celine Tumasian,Aurelie Wren,Mobile
68-0176456,France,74685.85,59166.13,23-05-2020,Games,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Avrit Chanders,PC
63-7370049,France,74103.82,64811.2,02-01-2020,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC
03-3461826,France,176190.16,142273.55,02-09-2019,Appliances,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC
76-5888381,Sweden,185778.3,154734.75,25-06-2020,Electronics,"Jacobson, Marvin and Brown",Maxie Marrow,Tarrah Castelletti,PC
43-7357498,France,212521.26,172014.71,20-06-2019,Books,Johns and Sons,Othello Bowes,Crysta Halls,PC
88-8981595,France,40148.49,31954.18,02-02-2019,Electronics,Hane Inc,Othello Bowes,Amelina Piscopiello,PC
95-6123269,Portugal,157942.65,136620.39,23-06-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC
60-6986682,Netherlands,172453.1,145688.38,24-06-2020,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,PC
29-5478106,France,203604.46,175344.16,26-06-2019,Electronics,Kirlin and Sons,Othello Bowes,Crysta Halls,Mobile
49-2256360,Sweden,251587.2,201848.41,14-06-2019,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Alyosha Meah,Mobile
59-2480731,Sweden,19930.04,16543.93,09-03-2019,Smartphones,Johns and Sons,Maxie Marrow,Anita Woakes,Tablet
63-6848448,Bulgaria,149372.32,130611.16,20-12-2020,Electronics,"Abbott, Roberts and Torp",Charil Alpe,Shermy McGready,Mobile
14-5110197,Sweden,25907.52,22454.05,19-02-2019,Books,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC
42-2646312,Portugal,64762.89,54238.92,06-02-2019,Electronics,Schoen-Keeling,Celine Tumasian,Hortense Gerring,PC
60-8083173,Finland,65211.07,56883.62,28-10-2020,Games,Hilll-Vandervort,Hube Corey,Mellicent Mattys,PC
76-1827989,Spain,42475.6,35802.68,13-02-2019,Books,Johns and Sons,Emalia Dinse,Perri Aldersley,PC
36-4321653,Portugal,172340.86,136562.9,09-04-2020,Beauty,Tromp LLC,Celine Tumasian,Hortense Gerring,PC
18-7046062,Ireland,165709.19,138102.04,09-10-2020,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,PC
73-4380400,Italy,118409.59,96030.18,06-10-2020,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,PC
47-5051773,France,58416.11,48076.46,16-05-2020,Appliances,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC
92-3687989,France,78629.19,63359.4,21-02-2019,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,Mobile
60-9753536,Sweden,64842.92,56439.28,29-09-2019,Appliances,Larkin-Collier,Maxie Marrow,Alyosha Meah,Mobile
39-5658730,Belgium,76183.74,61617.41,03-06-2019,Clothing,"Hermiston, Simonis and Wisoky",Lambert Norheny,Collin Mackness,Mobile
73-8632957,Sweden,131839.16,115372.45,27-04-2020,Books,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC
16-0987104,Portugal,147092.62,117806.48,31-10-2020,Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Hortense Gerring,PC
76-0164425,Finland,62011.86,49324.23,17-01-2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet
87-7908481,Portugal,56763.04,47663.92,11-08-2019,Smartphones,Kirlin and Sons,Celine Tumasian,Aurelie Wren,Mobile
30-7149594,Portugal,78057.96,67161.07,29-11-2020,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Hortense Gerring,Tablet
75-7848944,UK,96358.45,80700.2,12-06-2019,Outdoors,Stamm-Zulauf,Jessamine Apark,Genevra Charrisson,PC
72-2796883,France,40535.64,35480.85,13-01-2019,Electronics,Kihn Inc,Othello Bowes,Crysta Halls,PC
32-3124563,France,96795.99,81395.75,21-06-2019,Appliances,Connelly-Mohr,Othello Bowes,Avrit Chanders,PC
83-7592334,Portugal,122035.93,97897.22,21-06-2020,Accessories,Larkin-Collier,Celine Tumasian,Aurelie Wren,PC
61-3721294,Sweden,89502.53,72488.1,31-10-2020,Clothing,Gleichner-Green,Maxie Marrow,Tarrah Castelletti,PC
43-8355995,Portugal,223233.32,179100.09,28-06-2019,Games,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC
49-2458036,Finland,33190.03,28397.39,18-08-2020,Electronics,Homenick-Marvin,Hube Corey,Wat Bowkley,Tablet
13-9607758,Portugal,82357.57,65474.27,19-02-2019,Books,Kihn Inc,Celine Tumasian,Aurelie Wren,PC
61-0888460,Ireland,46857.77,39116.87,19-06-2020,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,Mobile
25-2616039,UK,178560.1,150383.32,02-07-2020,Books,O'Connell-Mitchell,Jessamine Apark,Winny Agnolo,Mobile
46-2962443,Sweden,173944.47,139729.59,11-09-2020,Books,Johns and Sons,Maxie Marrow,Madelon Bront,PC
44-9908550,UK,176662.26,146859.34,28-06-2020,Electronics,Friesen-Rath,Jessamine Apark,Genevra Charrisson,PC
52-3150154,France,133754.65,106147.69,18-09-2020,Games,Armstrong-Little,Othello Bowes,Ora Grennan,PC
37-9761957,Bulgaria,159294.28,130605.38,09-08-2020,Clothing,"Hamill, Kulas and Roob",Charil Alpe,Shermy McGready,PC
67-6072579,France,123562.02,102927.16,22-04-2020,Clothing,McGlynn-Bergstrom,Othello Bowes,Amelina Piscopiello,PC
89-0300778,France,33013.08,26743.9,28-11-2020,Electronics,Romaguera-Dietrich,Othello Bowes,Amelina Piscopiello,PC
80-1894360,Portugal,105340.85,87285.43,18-08-2020,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Brynn Dempster,PC
58-2235320,Spain,127143.54,105033.28,03-10-2019,Electronics,"Murray, Reichel and Nolan",Emalia Dinse,Bertha Walbrook,PC
68-9875936,Portugal,56570.64,46993.23,05-10-2020,Books,Stamm Inc,Celine Tumasian,Smitty Culverhouse,PC
75-8968627,France,75522.66,60448.34,13-03-2019,Smartphones,Corwin and Sons,Othello Bowes,Crysta Halls,PC
86-9456489,Portugal,87085.71,76548.34,27-08-2020,Outdoors,West-Cummings,Celine Tumasian,Smitty Culverhouse,PC
02-1124101,UK,290010.79,234444.72,25-12-2019,Smartphones,Smith Group,Jessamine Apark,Genevra Charrisson,PC
85-9787047,Luxembourg,256603.66,209799.15,27-07-2019,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,Tablet
60-7663173,UK,126074.62,100027.6,07-11-2020,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC
34-1570975,Sweden,94085.5,77498.23,19-01-2020,Electronics,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,PC
57-9765345,Portugal,159216.47,137419.74,26-06-2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC
31-8846200,Portugal,74958.46,65806.03,05-08-2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC
48-6452102,Sweden,83897.88,69559.73,18-03-2019,Appliances,Franecki-White,Maxie Marrow,Anita Woakes,Mobile
85-9541179,Sweden,133055.04,105366.29,10-11-2019,Books,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC
93-2085046,Sweden,94115.99,75669.26,16-09-2019,Appliances,"Swaniawski, Runolfsson and Green",Maxie Marrow,Tarrah Castelletti,PC
03-6962760,Finland,125851.79,103777.39,15-11-2020,Games,Wunsch LLC,Hube Corey,Mellicent Mattys,PC
15-3241183,Netherlands,60917.85,52736.58,17-02-2019,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,PC
54-5705354,France,101318.72,86657.9,13-04-2019,Games,Hilll-Vandervort,Othello Bowes,Maighdiln Upcraft,PC
29-1888759,Portugal,131610.37,106406.98,30-04-2020,Beauty,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC
12-3815754,France,235042.75,187446.59,25-12-2019,Books,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Maighdiln Upcraft,PC
30-4823900,Ireland,58921.31,51715.23,13-12-2020,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC
72-9074281,Portugal,101846.87,88066.99,07-01-2019,Clothing,Corwin and Sons,Celine Tumasian,Aurelie Wren,PC
52-0213558,France,95307.21,78533.14,26-03-2020,Books,Armstrong-Little,Othello Bowes,Amelina Piscopiello,PC
19-6334792,France,232217.05,191439.74,20-06-2019,Beauty,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Mobile
35-4712641,Portugal,75912.59,60145.55,14-10-2019,Outdoors,Wisoky Inc,Celine Tumasian,Corene Shirer,Mobile
03-3542738,Portugal,57367.93,46255.76,28-10-2019,Clothing,Friesen-Rath,Celine Tumasian,Aurelie Wren,Mobile
81-9457605,Portugal,158240.24,136561.33,23-11-2020,Books,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC
63-0813030,Portugal,97291.62,76899.3,02-01-2020,Clothing,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
00-7326184,Portugal,83904.32,69011.3,07-06-2020,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Corene Shirer,PC
22-0156233,UK,133696.86,109310.55,27-01-2020,Books,Hilll-Vandervort,Jessamine Apark,Winny Agnolo,PC
94-0623186,UK,146076.81,123230.4,27-07-2019,Appliances,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC
08-0446109,France,56118.05,47711.57,02-03-2020,Beauty,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,PC
77-3489084,France,46296.26,40319.41,15-05-2020,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,Tablet
59-2117058,Belgium,118061.05,101131.1,02-07-2020,Appliances,Johns and Sons,Lambert Norheny,Collin Mackness,Mobile
31-1849120,Finland,74480.56,60023.88,06-03-2020,Clothing,Homenick-Marvin,Hube Corey,Wat Bowkley,PC
45-3085595,Spain,87205.01,69171.01,18-06-2020,Games,Johns and Sons,Emalia Dinse,Manuel Goudie,Tablet
61-3294149,Portugal,107716.72,86679.64,18-01-2020,Accessories,"Jacobson, Marvin and Brown",Celine Tumasian,Brynn Dempster,Mobile
